municipality,harvested_area,production,value,year,state
xalisco,"2,763.41","25,277.25","364,335.76",2018.0,nayarit
acatic,105.40,"1,564.80","27,821.21",2019.0,jalisco
acatlan de juarez,29.00,428.71,"10,127.60",2019.0,jalisco
ahualulco de mercado,65.00,730.60,"16,167.03",2019.0,jalisco
amacueca,186.00,"2,811.50","69,600.45",2019.0,jalisco
ameca,112.00,"1,478.40","35,303.13",2019.0,jalisco
arandas,166.00,"2,354.00","40,480.56",2019.0,jalisco
atenguillo,80.00,953.60,"21,363.38",2019.0,jalisco
atotonilco el alto,255.00,"4,539.00","114,986.35",2019.0,jalisco
atoyac,322.98,"4,865.70","117,296.60",2019.0,jalisco
autlan de navarro,74.00,547.32,"10,885.87",2019.0,jalisco
ayotlan,118.00,"1,864.40","51,598.30",2019.0,jalisco
ayutla,26.00,257.87,"4,956.22",2019.0,jalisco
cabo corrientes,13.00,97.25,"2,056.88",2019.0,jalisco
chiquilistlan,62.00,776.92,"14,632.47",2019.0,jalisco
concepcion de buenos aires,"1,546.78","13,524.31","325,776.29",2019.0,jalisco
cuautitlan de garcia barragan,135.00,"1,081.00","22,196.78",2019.0,jalisco
degollado,78.00,"1,490.00","42,203.42",2019.0,jalisco
el arenal,55.00,557.15,"11,913.29",2019.0,jalisco
el limon,1.50,5.25,81.47,2019.0,jalisco
etzatlan,23.00,271.86,"6,123.26",2019.0,jalisco
gomez farias,"1,461.33","15,405.50","284,245.02",2019.0,jalisco
ixtlahuacan del rio,46.00,527.44,"15,260.63",2019.0,jalisco
jesus maria,90.00,992.00,"16,061.17",2019.0,jalisco
jocotepec,30.00,450.00,"11,691.00",2019.0,jalisco
la barca,37.00,481.00,"9,606.16",2019.0,jalisco
la manzanilla de la paz,248.55,"2,746.56","55,418.54",2019.0,jalisco
magdalena,10.00,115.70,"2,691.39",2019.0,jalisco
mascota,115.45,"1,372.70","31,578.54",2019.0,jalisco
mazamitla,583.00,"7,866.10","188,505.05",2019.0,jalisco
mixtlan,34.00,423.64,"9,755.22",2019.0,jalisco
ocotlan,1.00,14.45,275.74,2019.0,jalisco
pihuamo,48.00,415.68,"8,177.54",2019.0,jalisco
puerto vallarta,15.00,108.00,"2,310.46",2019.0,jalisco
quitupan,520.79,"6,885.00","180,631.56",2019.0,jalisco
san cristobal de la barranca,4.00,49.04,"1,126.45",2019.0,jalisco
san gabriel,"2,081.89","20,589.89","377,848.57",2019.0,jalisco
san juanito de escobedo,19.00,220.78,"4,693.89",2019.0,jalisco
san pedro tlaquepaque,8.00,132.66,"4,006.77",2019.0,jalisco
san sebastian del oeste,30.00,311.40,"6,962.20",2019.0,jalisco
santa maria de los angeles,9.00,85.70,"1,290.09",2019.0,jalisco
sayula,907.50,"10,880.93","187,386.48",2019.0,jalisco
tala,50.50,503.49,"11,134.06",2019.0,jalisco
talpa de allende,22.00,242.66,"5,203.24",2019.0,jalisco
tamazula de gordiano,554.00,"8,211.90","206,980.86",2019.0,jalisco
tapalpa,682.00,"8,871.75","173,813.37",2019.0,jalisco
tecalitlan,189.00,"1,768.90","35,394.97",2019.0,jalisco
techaluta de montenegro,75.10,"1,080.79","25,667.10",2019.0,jalisco
tecolotlan,60.00,756.78,"14,614.94",2019.0,jalisco
tenamaxtlan,7.40,58.90,"1,068.33",2019.0,jalisco
teocuitatlan de corona,50.55,711.65,"17,582.98",2019.0,jalisco
tepatitlan de morelos,323.50,"4,498.25","85,772.95",2019.0,jalisco
tequila,21.00,251.58,"5,936.96",2019.0,jalisco
teuchitlan,2.00,19.76,437.17,2019.0,jalisco
tizapan el alto,20.00,280.00,"6,044.40",2019.0,jalisco
tlajomulco de zuniga,26.50,360.25,"8,654.46",2019.0,jalisco
toliman,114.38,"1,233.57","22,541.79",2019.0,jalisco
tonila,796.00,"10,634.48","191,098.19",2019.0,jalisco
tototlan,30.00,535.50,"14,069.41",2019.0,jalisco
tuxcueca,44.00,682.00,"17,635.98",2019.0,jalisco
tuxpan,"1,030.00","13,802.00","252,915.03",2019.0,jalisco
valle de juarez,58.60,731.28,"15,649.77",2019.0,jalisco
villa purificacion,110.00,718.00,"14,862.54",2019.0,jalisco
zacoalco de torres,34.30,516.40,"12,848.54",2019.0,jalisco
zapopan,25.00,438.43,"10,393.76",2019.0,jalisco
zapotiltic,983.00,"13,634.21","250,517.84",2019.0,jalisco
zapotitlan de vadillo,275.00,"3,115.75","56,937.28",2019.0,jalisco
zapotlanejo,23.00,263.81,"7,993.73",2019.0,jalisco
zapotlan el grande,"4,001.90","44,966.36","843,655.19",2019.0,jalisco
almoloya de alquisiras,522.00,"6,876.60","129,727.67",2019.0,mexico
amanalco,31.00,416.95,"9,809.08",2019.0,mexico
amatepec,141.86,897.50,"17,228.73",2019.0,mexico
atlautla,150.00,"1,736.31","39,343.46",2019.0,mexico
coatepec harinas,"1,908.00","33,684.12","766,939.17",2019.0,mexico
donato guerra,"1,198.00","16,058.95","353,189.86",2019.0,mexico
ecatzingo,40.00,420.40,"9,663.95",2019.0,mexico
ixtapan de la sal,20.00,204.32,"4,030.39",2019.0,mexico
ixtapan del oro,159.00,"2,058.25","47,698.27",2019.0,mexico
joquicingo,140.00,"3,094.00","37,412.40",2019.0,mexico
luvianos,113.50,959.08,"22,416.15",2019.0,mexico
malinalco,330.00,"4,200.30","78,821.21",2019.0,mexico
ocuilan,202.00,"2,131.00","41,292.96",2019.0,mexico
otzoloapan,7.00,80.50,"1,713.94",2019.0,mexico
ozumba,55.00,592.01,"14,359.02",2019.0,mexico
san simon de guerrero,327.00,"2,765.20","54,937.44",2019.0,mexico
santo tomas,9.00,99.00,"2,077.17",2019.0,mexico
sultepec,180.00,"1,746.00","33,839.99",2019.0,mexico
tejupilco,54.75,454.43,"8,680.45",2019.0,mexico
temascaltepec,"1,526.00","14,269.80","278,050.22",2019.0,mexico
tenancingo,836.00,"11,866.88","217,882.71",2019.0,mexico
tepetlixpa,31.00,414.31,"9,995.60",2019.0,mexico
texcaltitlan,21.00,240.20,"4,671.82",2019.0,mexico
valle de bravo,98.00,965.30,"21,116.21",2019.0,mexico
villa guerrero,243.00,"3,077.68","60,870.19",2019.0,mexico
villa de allende,490.00,"7,046.20","151,587.99",2019.0,mexico
zacazonapan,3.00,34.80,817.80,2019.0,mexico
zacualpan,10.00,93.00,"1,779.32",2019.0,mexico
acuitzio,"1,692.00","17,280.97","315,831.14",2019.0,michoacan
aguililla,36.00,438.00,"9,523.26",2019.0,michoacan
apatzingan,592.00,"6,109.44","109,986.54",2019.0,michoacan
ario,"15,523.00","186,903.50","4,081,600.84",2019.0,michoacan
charapan,"1,600.00","15,200.00","331,730.42",2019.0,michoacan
charo,108.00,917.14,"16,810.91",2019.0,michoacan
chilchota,605.00,"5,612.00","153,042.81",2019.0,michoacan
coalcoman de vazquez pallares,478.00,"5,500.00","125,601.96",2019.0,michoacan
copandaro,2.00,17.20,311.85,2019.0,michoacan
cotija,"2,533.00","27,727.90","743,794.18",2019.0,michoacan
erongaricuaro,612.00,"8,139.60","161,808.57",2019.0,michoacan
hidalgo,51.00,413.19,"6,055.84",2019.0,michoacan
huiramba,182.00,"1,990.17","41,399.14",2019.0,michoacan
irimbo,182.00,"1,297.44","18,933.89",2019.0,michoacan
jiquilpan,70.00,710.00,"24,108.99",2019.0,michoacan
jungapeo,23.50,204.97,"2,976.67",2019.0,michoacan
juarez,40.00,432.32,"6,339.96",2019.0,michoacan
los reyes,"6,250.00","73,121.20","1,921,473.65",2019.0,michoacan
madero,"1,318.00","14,048.56","255,701.77",2019.0,michoacan
maravatio,9.00,70.00,"1,029.42",2019.0,michoacan
morelia,"1,108.00","11,946.00","216,988.25",2019.0,michoacan
nuevo parangaricutiro,"8,020.00","82,074.00","1,805,169.92",2019.0,morelos
ocampo,87.00,655.75,"9,552.88",2019.0,morelos
periban,"11,597.00","137,424.90","3,546,513.37",2019.0,morelos
purepero,518.74,"4,561.16","86,764.24",2019.0,morelos
patzcuaro,608.00,"6,444.80","141,458.72",2019.0,morelos
querendaro,18.00,168.75,"3,027.37",2019.0,morelos
quiroga,193.00,"2,045.80","44,545.62",2019.0,morelos
salvador escalante,"16,005.00","188,193.06","4,099,221.52",2019.0,morelos
susupuato,203.30,"2,044.18","29,855.21",2019.0,morelos
tacambaro,"16,709.00","176,518.02","3,821,552.26",2019.0,morelos
tancitaro,"23,650.00","226,710.00","4,878,354.24",2019.0,morelos
tangamandapio,"2,337.00","26,156.10","728,460.37",2019.0,morelos
tangancicuaro,"1,812.88","18,570.26","495,794.03",2019.0,morelos
taretan,"1,850.00","18,420.00","407,149.60",2019.0,morelos
tarimbaro,2.00,15.60,281.98,2019.0,morelos
tingambato,"4,600.00","43,975.00","954,782.90",2019.0,morelos
tinguindin,"5,529.00","66,144.50","1,819,857.15",2019.0,morelos
tlazazalca,180.00,"1,688.00","44,532.94",2019.0,morelos
tocumbo,"1,001.00","11,455.40","300,384.25",2019.0,morelos
turicato,"5,675.00","63,754.00","1,442,458.33",2019.0,morelos
tuxpan,357.00,"2,861.24","41,838.48",2019.0,morelos
tzintzuntzan,37.00,366.30,"7,938.82",2019.0,morelos
uruapan,"16,200.00","166,692.00","3,763,909.57",2019.0,morelos
zinapecuaro,99.00,775.50,"14,005.07",2019.0,morelos
ziracuaretiro,"4,950.00","51,469.00","1,096,429.69",2019.0,morelos
zitacuaro,"1,325.00","12,509.26","181,466.41",2019.0,morelos
cuernavaca,165.50,"1,489.50","19,403.21",2019.0,morelos
huitzilac,19.50,173.55,"2,913.06",2019.0,morelos
ocuituco,"2,053.00","18,724.18","274,287.16",2019.0,morelos
tepoztlan,84.00,856.80,"13,459.27",2019.0,morelos
tetela del volcan,"1,795.00","17,586.24","268,270.17",2019.0,morelos
tlalnepantla,445.00,"4,272.00","63,201.68",2019.0,morelos
tlayacapan,75.00,675.00,"11,556.29",2019.0,morelos
totolapan,456.00,"4,564.56","71,138.94",2019.0,morelos
yautepec,13.00,132.27,"3,026.06",2019.0,morelos
yecapixtla,513.00,"4,023.00","52,404.12",2019.0,morelos
zacualpan,100.00,768.37,"14,273.67",2019.0,morelos
ahuacatlan,29.00,255.20,"3,833.10",2019.0,nayarit
amatlan de canas,7.00,59.20,849.28,2019.0,nayarit
compostela,13.50,150.44,"1,936.69",2019.0,nayarit
ixtlan del rio,13.00,117.00,"1,894.68",2019.0,nayarit
jala,115.50,"1,210.55","18,625.68",2019.0,nayarit
ruiz,6.00,32.60,410.76,2019.0,nayarit
san blas,800.00,"8,539.68","91,085.70",2019.0,nayarit
san pedro lagunillas,223.00,"2,284.00","29,534.36",2019.0,nayarit
santa maria del oro,59.00,607.70,"9,440.42",2019.0,nayarit
tepic,"2,605.50","25,809.42","354,614.91",2019.0,nayarit
xalisco,"2,908.41","27,992.77","383,730.33",2019.0,nayarit
